,Name,Ranks,Points,PrevPoints,RankChange,CurrentYear_Avg,CurrentYear_WtAvg,Year1_Avg,Year1_WtAvg,Year2_Avg,Year2_WtAvg,Year3_Avg,Year3_WtAvg
0,Spain,1,1564(1563.83),1564,0,610.39,610.39,1044.29,522.15,782.76,234.83,982.32,196.46
1,Netherlands,2,1365(1365.43),1365,0,487.68,487.68,1088.30,544.15,625.75,187.72,729.40,145.88
2,Germany,3,1345(1345.21),1345,0,607.88,607.88,926.92,463.46,448.10,134.43,697.19,139.44
3,Uruguay,4,1309(1309.23),1309,0,726.15,726.15,681.79,340.90,518.13,155.44,433.71,86.74
4,England,5,1173(1173.37),1173,0,565.29,565.29,685.58,342.79,519.18,155.75,547.68,109.54
5,Brazil,6,1143(1142.6),1143,0,417.86,417.86,689.59,344.79,943.54,283.06,484.46,96.89
6,Portugal,7,1100(1100.38),1100,0,561.05,561.05,530.21,265.11,652.64,195.79,392.15,78.43
7,Croatia,8,1091(1091.15),1091,0,568.32,568.32,535.83,267.92,468.85,140.66,571.27,114.25
8,Italy,9,1082(1082.35),1082,0,619.46,619.46,395.30,197.65,513.56,154.07,555.85,111.17
9,Argentina,10,1067(1067.03),1067,0,425.62,425.62,827.70,413.85,475.37,142.61,424.73,84.95
10,Denmark,11,1035(1035.14),1035,0,628.80,628.80,382.67,191.33,485.10,145.53,347.39,69.48
11,Russia,12,971(970.7),971,0,468.75,468.75,459.71,229.86,466.00,139.80,661.46,132.29
12,Chile,13,970(970.35),970,0,474.78,474.78,477.55,238.77,570.52,171.16,428.22,85.64
13,Greece,14,964(963.61),964,0,475.24,475.24,499.90,249.95,574.10,172.23,330.93,66.19
14,France,15,915(914.52),915,0,486.32,486.32,357.02,178.51,589.29,176.79,364.48,72.90
15,Côte d'Ivoire,16,912(911.87),912,0,460.53,460.53,399.79,199.89,548.01,164.40,435.24,87.05
16,Switzerland,17,898(897.84),898,0,447.78,447.78,398.69,199.35,526.56,157.97,463.69,92.74
17,Sweden,18,891(891.16),891,0,537.78,537.78,369.26,184.63,348.30,104.49,321.32,64.26
18,Japan,19,884(884.18),884,0,497.69,497.69,411.51,205.76,355.97,106.79,369.69,73.94
19,Bosnia and Herzegovina,20,869(868.57),838,3,582.00,582.00,244.68,122.34,395.53,118.66,227.83,45.57
20,Mexico,21,866(866.49),866,-1,478.99,478.99,321.67,160.84,537.86,161.36,326.48,65.30
21,Republic of Ireland,22,864(863.85),864,-1,530.04,530.04,287.63,143.82,394.97,118.49,357.51,71.50
22,Australia,23,851(850.78),851,-1,419.69,419.69,390.70,195.35,467.43,140.23,477.56,95.51
23,Paraguay,24,795(794.66),795,0,384.50,384.50,406.31,203.16,374.73,112.42,472.90,94.58
24,Norway,25,788(788.29),788,0,310.78,310.78,609.00,304.50,493.64,148.09,124.60,24.92
25,Slovenia,26,780(779.5),780,0,309.72,309.72,500.29,250.14,502.00,150.60,345.22,69.04
26,Serbia,27,775(775.06),775,0,359.70,359.70,379.61,189.80,549.83,164.95,303.05,60.61
27,Turkey,28,769(768.93),769,0,409.67,409.67,357.94,178.97,246.72,74.02,531.35,106.27
28,Ghana,29,761(760.55),761,0,288.00,288.00,544.92,272.46,352.93,105.88,471.05,94.21
29,Algeria,30,758(757.94),758,0,392.16,392.16,270.82,135.41,571.63,171.49,294.38,58.88
30,Egypt,31,755(755.22),757,0,221.24,221.24,624.35,312.18,377.49,113.25,542.75,108.55
31,Korea Republic,32,752(752.49),752,0,435.08,435.08,331.64,165.82,304.04,91.21,301.91,60.38
32,Czech Republic,33,749(749.02),749,0,409.79,409.79,334.02,167.01,323.38,97.01,376.04,75.21
33,USA,34,721(720.85),721,0,285.53,285.53,358.73,179.37,583.78,175.13,404.11,80.82
34,Peru,35,712(711.61),712,0,472.78,472.78,235.90,117.95,250.32,75.09,228.93,45.79
35,Colombia,36,709(709.19),709,0,446.83,446.83,184.48,92.24,452.66,135.80,171.58,34.32
36,Hungary,37,665(665.37),665,0,353.36,353.36,319.72,159.86,298.33,89.50,313.25,62.65
37,Israel,37,665(665.19),665,0,398.44,398.44,124.29,62.14,378.00,113.40,456.03,91.21
38,Venezuela,39,661(661.13),661,0,406.80,406.80,180.70,90.35,399.58,119.87,220.53,44.11
39,Slovakia,40,648(648.47),648,0,204.39,204.39,491.64,245.82,446.87,134.06,321.00,64.20
40,Belgium,41,647(646.84),647,0,395.59,395.59,278.07,139.04,221.49,66.45,228.81,45.76
41,Ecuador,42,634(633.97),630,0,337.39,337.39,175.28,87.64,432.16,129.65,396.43,79.29
42,Nigeria,43,627(627.48),627,0,246.40,246.40,347.98,173.99,403.93,121.18,429.56,85.91
43,Senegal,44,625(624.65),625,0,408.13,408.13,286.33,143.16,81.88,24.56,243.99,48.80
44,IR Iran,45,616(615.55),616,0,374.58,374.58,243.79,121.90,213.15,63.95,275.62,55.12
45,Armenia,46,612(612.06),612,0,367.81,367.81,340.59,170.30,163.50,49.05,124.50,24.90
46,Scotland,47,599(599.48),599,2,361.10,361.10,220.64,110.32,288.21,86.46,208.00,41.60
47,Wales,48,591(590.66),591,2,474.30,474.30,41.50,20.75,154.80,46.44,245.85,49.17
48,Panama,49,589(589.43),585,2,357.43,357.43,234.64,117.32,265.36,79.61,175.34,35.07
49,Cameroon,50,588(587.87),602,-2,227.46,227.46,175.10,87.55,551.22,165.37,537.46,107.49
50,Montenegro,51,585(585.48),585,0,151.37,151.37,578.50,289.25,297.78,89.33,277.63,55.53
51,South Africa,52,577(577.35),577,1,298.56,298.56,357.49,178.75,157.38,47.21,264.13,52.83
52,Honduras,53,574(573.85),570,1,295.79,295.79,148.90,74.45,416.52,124.96,393.24,78.65
53,Jamaica,54,573(572.71),609,-7,293.83,293.83,318.67,159.34,181.94,54.58,324.81,64.96
54,Ukraine,55,568(568.05),568,0,199.70,199.70,299.92,149.96,410.83,123.25,475.72,95.14
55,Romania,56,562(562.13),562,0,327.14,327.14,158.19,79.10,312.80,93.84,310.23,62.05
56,Estonia,57,555(555.09),543,1,344.57,344.57,249.62,124.81,190.84,57.25,142.32,28.46
57,Cape Verde Islands,58,549(549.02),544,-1,319.40,319.40,285.59,142.79,160.29,48.09,193.68,38.74
58,Tunisia,59,537(537.18),537,0,239.24,239.24,278.22,139.11,333.96,100.19,293.20,58.64
59,Sierra Leone,60,526(526.16),521,1,408.50,408.50,143.19,71.60,0.00,0.00,230.30,46.06
60,Morocco,61,524(523.71),524,-1,312.50,312.50,194.08,97.04,168.26,50.48,318.47,63.69
61,Burkina Faso,62,518(517.54),518,0,160.66,160.66,325.38,162.69,405.56,121.67,362.58,72.52
62,Libya,63,514(514.28),514,0,294.02,294.02,322.31,161.16,15.30,4.59,272.57,54.51
63,Belarus,64,501(501.43),501,1,185.19,185.19,450.68,225.34,203.73,61.12,148.92,29.78
64,Costa Rica,65,495(495.23),503,-1,245.71,245.71,92.05,46.02,441.46,132.44,355.30,71.06
65,Poland,66,492(491.67),487,0,284.85,284.85,177.53,88.77,187.94,56.38,308.34,61.67
66,Mali,67,472(471.72),472,0,225.26,225.26,171.73,85.86,345.53,103.66,284.68,56.94
67,Latvia,68,466(466.2),466,0,233.44,233.44,90.45,45.23,431.83,129.55,289.90,57.98
68,El Salvador,69,463(462.54),463,0,331.07,331.07,27.10,13.55,245.67,73.70,221.10,44.22
69,Austria,70,459(458.55),459,1,158.95,158.95,306.21,153.11,355.00,106.50,199.96,39.99
70,China PR,71,457(457.18),455,1,260.59,260.59,227.88,113.94,167.36,50.21,162.18,32.44
71,Canada,72,455(454.8),455,0,262.73,262.73,118.05,59.02,360.83,108.25,124.02,24.80
72,Georgia,73,451(451.44),451,1,245.56,245.56,340.30,170.15,32.80,9.84,129.45,25.89
73,Albania,74,450(449.94),450,1,205.09,205.09,316.39,158.19,128.67,38.60,240.29,48.06
74,Uzbekistan,75,449(449.46),449,1,307.78,307.78,69.32,34.66,203.70,61.11,229.53,45.91
75,Trinidad and Tobago,76,447(447.49),409,10,260.01,260.01,162.42,81.21,182.54,54.76,257.57,51.51
76,Gabon,77,445(445.16),445,0,98.78,98.78,303.51,151.76,409.46,122.84,358.89,71.78
77,Iraq,78,440(440.46),429,3,294.51,294.51,128.34,64.17,122.71,36.81,224.86,44.97
78,Zambia,79,439(439.1),436,0,225.11,225.11,250.04,125.02,150.70,45.21,218.79,43.76
79,Guinea,80,436(435.66),436,-1,164.21,164.21,361.20,180.60,88.54,26.56,321.44,64.29
80,Haiti,81,429(428.91),438,-3,261.80,261.80,187.97,93.99,156.49,46.95,130.87,26.17
81,Jordan,82,417(417.21),419,0,266.37,266.37,182.25,91.12,119.73,35.92,119.00,23.80
82,Angola,83,412(411.96),412,1,220.38,220.38,213.52,106.76,102.20,30.66,270.80,54.16
83,Bulgaria,84,410(409.78),410,1,151.19,151.19,147.23,73.61,398.55,119.57,327.07,65.41
84,Oman,85,408(408.37),387,8,243.96,243.96,134.18,67.09,191.41,57.42,199.50,39.90
