,Name,Ranks,Points,PrevPoints,RankChange,CurrentYear_Avg,CurrentYear_WtAvg,Year1_Avg,Year1_WtAvg,Year2_Avg,Year2_WtAvg,Year3_Avg,Year3_WtAvg
0,Argentina,1,1532(1531.67),1457,1,769.42,769.42,919.87,459.93,512.98,153.90,742.10,148.42
1,Belgium,2,1352(1351.56),1506,-1,592.33,592.33,929.90,464.95,552.65,165.79,642.41,128.48
2,Chile,3,1348(1347.63),1307,2,850.55,850.55,489.25,244.63,584.18,175.25,386.02,77.20
3,Colombia,4,1337(1336.71),1215,4,617.18,617.18,772.00,386.00,619.07,185.72,739.06,147.81
4,Germany,5,1309(1309.31),1355,-1,463.51,463.51,1033.19,516.60,589.60,176.88,761.63,152.33
5,Spain,6,1277(1276.81),1374,-3,684.65,684.65,440.29,220.15,683.14,204.94,835.36,167.07
6,Brazil,7,1251(1250.94),1254,-1,565.90,565.90,793.26,396.63,762.73,228.82,297.92,59.58
7,Portugal,8,1184(1184.03),1234,-1,576.48,576.48,584.73,292.36,682.02,204.60,552.90,110.58
8,Uruguay,9,1158(1157.57),1082,2,596.12,596.12,597.48,298.74,692.90,207.87,274.21,54.84
9,England,10,1069(1069.34),1112,-1,556.48,556.48,517.02,258.51,464.95,139.49,574.33,114.87
10,Austria,11,1067(1066.83),1095,-1,610.71,610.71,548.51,274.26,445.36,133.61,241.30,48.26
11,Ecuador,12,1019(1018.76),1039,1,626.79,626.79,325.19,162.59,276.65,83.00,731.89,146.38
12,Turkey,13,983(983.38),943,7,679.94,679.94,256.89,128.44,392.72,117.82,285.88,57.18
13,Switzerland,14,974(974.11),1070,-2,390.85,390.85,545.66,272.83,678.06,203.42,535.07,107.01
14,Italy,15,959(958.79),999,-1,411.89,411.89,518.05,259.03,557.81,167.34,602.66,120.53
15,Mexico,16,934(933.51),902,6,465.44,465.44,483.79,241.90,404.36,121.31,524.36,104.87
16,Netherlands,17,931(930.54),997,-2,269.28,269.28,886.14,443.07,403.65,121.10,485.47,97.09
17,Hungary,18,925(925.03),951,1,600.77,600.77,339.37,169.68,237.12,71.13,417.25,83.45
18,Romania,19,922(922.29),990,-3,370.01,370.01,689.03,344.52,401.73,120.52,436.19,87.24
19,Bosnia and Herzegovina,20,913(913.11),917,1,527.23,527.23,363.33,181.67,334.69,100.41,519.05,103.81
20,France,21,907(906.99),871,3,347.19,347.19,652.83,326.41,481.01,144.30,445.41,89.08
21,Ukraine,22,880(879.75),845,5,467.03,467.03,312.37,156.18,594.92,178.48,390.29,78.06
22,Croatia,23,856(855.61),965,-5,382.82,382.82,524.25,262.13,268.93,80.68,649.93,129.99
23,Wales,24,839(839.38),984,-7,404.91,404.91,572.55,286.28,310.21,93.06,275.67,55.13
24,Costa Rica,25,826(826.35),784,8,304.31,304.31,629.32,314.66,456.00,136.80,352.89,70.58
25,Northern Ireland,26,825(824.95),833,2,477.71,477.71,486.34,243.17,255.07,76.52,137.75,27.55
26,Poland,27,821(821.5),789,4,450.51,450.51,503.18,251.59,209.50,62.85,282.75,56.55
27,Russia,27,821(821.13),892,-4,419.66,419.66,358.27,179.14,372.08,111.63,553.52,110.70
28,Czech Republic,29,810(809.99),861,-4,357.67,357.67,543.62,271.81,311.87,93.56,434.77,86.95
29,USA,29,810(809.62),792,1,385.31,385.31,306.89,153.45,640.42,192.13,393.69,78.74
30,Republic of Ireland,31,792(792.45),809,-2,553.91,553.91,289.38,144.69,160.33,48.10,228.81,45.76
31,Slovakia,32,784(784.25),858,-6,325.55,325.55,633.64,316.82,341.50,102.45,197.18,39.44
32,Algeria,33,771(770.97),743,4,302.92,302.92,504.06,252.03,457.54,137.26,393.81,78.76
33,Côte d'Ivoire,34,738(738.38),744,2,294.49,294.49,485.12,242.56,326.26,97.88,517.23,103.45
34,Iceland,35,724(724.13),741,3,339.98,339.98,437.70,218.85,318.00,95.40,349.50,69.90
35,Sweden,36,713(713.3),769,-2,378.28,378.28,304.52,152.26,363.92,109.18,367.96,73.59
36,Greece,37,695(694.68),718,2,240.87,240.87,357.79,178.90,586.67,176.00,494.61,98.92
37,Ghana,38,693(693.03),656,3,278.93,278.93,487.52,243.76,270.20,81.06,446.37,89.27
38,Paraguay,39,690(689.66),642,4,495.29,495.29,148.71,74.35,232.57,69.77,251.23,50.25
39,Scotland,40,687(687.32),617,5,287.76,287.76,376.21,188.10,594.04,178.21,166.25,33.25
40,Denmark,41,686(686.47),706,-1,312.44,312.44,388.85,194.42,355.11,106.53,365.36,73.07
41,IR Iran,42,672(672.3),627,2,321.98,321.98,336.87,168.43,439.32,131.80,250.48,50.10
42,Senegal,43,651(651.48),603,5,267.91,267.91,512.51,256.26,270.76,81.23,230.41,46.08
43,Egypt,44,648(647.52),589,9,323.98,323.98,208.42,104.21,582.67,174.80,222.65,44.53
44,Albania,45,632(631.96),754,-10,259.69,259.69,470.75,235.37,164.81,49.44,437.27,87.45
45,Peru,46,625(624.55),646,-4,372.92,372.92,183.44,91.72,281.73,84.52,376.97,75.39
46,Cape Verde Islands,47,620(620.4),789,-16,241.19,241.19,407.97,203.99,374.62,112.39,314.19,62.84
47,Tunisia,47,620(620.37),609,0,221.51,221.51,484.87,242.44,276.96,83.09,366.71,73.34
48,Norway,49,605(605.38),594,2,367.04,367.04,237.04,118.52,182.88,54.86,324.78,64.96
49,Australia,50,601(600.64),506,17,353.81,353.81,272.17,136.09,240.62,72.19,192.79,38.56
50,Congo DR,51,596(596.37),565,7,297.93,297.93,382.36,191.18,155.11,46.53,303.67,60.73
51,Panama,52,593(592.93),576,3,293.86,293.86,209.56,104.78,392.48,117.74,382.75,76.55
52,Trinidad and Tobago,53,592(591.95),598,-4,331.93,331.93,284.28,142.14,227.24,68.17,248.56,49.71
53,Jamaica,54,585(584.7),593,-2,359.58,359.58,261.82,130.91,120.08,36.02,290.93,58.19
54,Serbia,55,581(580.77),596,-5,300.14,300.14,176.18,88.09,449.17,134.75,289.00,57.80
55,Korea Republic,56,579(579.33),566,1,304.20,304.20,312.46,156.23,217.75,65.32,267.84,53.57
56,Japan,57,577(577.02),575,-1,266.44,266.44,335.96,167.98,213.61,64.08,392.56,78.51
57,Guinea,58,570(570.27),540,5,228.79,228.79,395.33,197.66,323.18,96.95,234.30,46.86
58,Congo,59,562(561.89),564,0,253.26,253.26,420.24,210.12,127.42,38.23,301.43,60.29
59,Saudi Arabia,60,559(559.01),562,0,380.91,380.91,118.20,59.10,297.06,89.12,149.41,29.88
60,Slovenia,61,558(558.41),577,-7,231.11,231.11,278.03,139.01,529.05,158.72,147.83,29.57
61,Finland,61,558(558.37),615,-15,328.63,328.63,146.29,73.14,367.11,110.13,232.35,46.47
62,Cameroon,63,556(556.44),551,-2,236.73,236.73,321.70,160.85,345.86,103.76,275.53,55.11
