,Name,Ranks,Points,PrevPoints,RankChange,CurrentYear_Avg,CurrentYear_WtAvg,Year1_Avg,Year1_WtAvg,Year2_Avg,Year2_WtAvg,Year3_Avg,Year3_WtAvg
0,Spain,1,1590(1589.51),1606,0,814.33,814.33,624.97,312.49,1011.28,303.38,796.55,159.31
1,Germany,2,1437(1437.2),1437,0,751.40,751.40,642.96,321.48,885.81,265.74,492.91,98.58
2,Argentina,3,1281(1281.17),1290,0,717.86,717.86,418.10,209.05,876.97,263.09,455.83,91.17
3,England,4,1160(1159.57),1151,2,557.86,557.86,571.45,285.73,672.54,201.76,571.10,114.22
4,Italy,5,1157(1157.19),1165,-1,604.20,604.20,657.86,328.93,380.05,114.01,550.24,110.05
5,Colombia,6,1129(1128.72),1164,-1,741.43,741.43,487.45,243.72,163.99,49.20,471.85,94.37
6,Portugal,6,1129(1128.75),1144,1,535.42,535.42,623.39,311.69,489.43,146.83,674.06,134.81
7,Netherlands,8,1108(1107.96),1124,0,411.93,411.93,489.95,244.98,1053.67,316.10,674.73,134.95
8,Croatia,9,1059(1059.18),1064,1,520.35,520.35,574.15,287.08,533.25,159.98,458.83,91.77
9,Russia,10,1055(1055.05),1070,-1,583.36,583.36,515.62,257.81,402.25,120.68,466.00,93.20
10,Greece,11,1020(1020.08),1033,0,506.11,506.11,487.68,243.84,487.48,146.24,619.44,123.89
11,Ecuador,12,999(999.31),1007,0,685.74,685.74,339.56,169.78,191.20,57.36,432.16,86.43
12,Côte d'Ivoire,12,999(999.14),996,2,496.80,496.80,566.04,283.02,377.18,113.15,530.84,106.17
13,Switzerland,14,993(992.76),1004,-1,518.32,518.32,497.50,248.75,371.87,111.56,570.63,114.13
14,Mexico,15,968(968.24),994,0,510.88,510.88,479.14,239.57,327.57,98.27,597.62,119.52
15,Uruguay,16,950(950.44),975,0,275.77,275.77,726.15,363.07,681.79,204.54,535.29,107.06
16,France,17,929(928.75),949,0,449.20,449.20,477.84,238.92,373.52,112.06,642.86,128.57
17,Brazil,18,924(923.89),946,0,316.84,316.84,445.72,222.86,636.54,190.96,966.13,193.23
18,Ghana,19,865(865.19),788,7,427.87,427.87,391.17,195.59,511.76,153.53,440.98,88.20
19,Belgium,20,864(864.05),868,0,534.75,534.75,422.95,211.48,258.56,77.57,201.26,40.25
20,Sweden,21,863(862.72),870,-2,398.41,398.41,561.18,280.59,382.93,114.88,344.22,68.84
21,Denmark,22,825(825.19),819,1,271.27,271.27,698.67,349.33,369.69,110.91,468.39,93.68
22,Chile,23,815(814.71),774,7,303.74,303.74,497.09,248.54,465.16,139.55,614.41,122.88
23,Bosnia and Herzegovina,24,814(814.22),788,2,378.05,378.05,582.00,291.00,220.22,66.06,395.53,79.11
24,Mali,25,813(813.2),807,0,508.91,508.91,436.92,218.46,96.11,28.83,285.01,57.00
25,Czech Republic,26,797(797.33),781,3,416.54,416.54,447.04,223.52,296.91,89.07,341.01,68.20
26,Norway,27,780(780.5),810,-3,352.40,352.40,334.34,167.17,548.10,164.43,482.49,96.50
27,Japan,28,779(778.94),834,-7,386.87,386.87,296.28,148.14,598.06,179.42,322.53,64.51
28,Montenegro,29,756(756.23),756,2,447.43,447.43,151.37,75.69,578.50,173.55,297.78,59.56
29,Nigeria,30,747(747.23),573,22,472.73,472.73,237.02,118.51,162.81,48.84,535.74,107.15
30,Romania,31,744(743.59),700,2,457.41,457.41,334.36,167.18,164.96,49.49,347.56,69.51
31,USA,32,736(735.78),782,-4,362.11,362.11,308.64,154.32,371.15,111.35,539.98,108.00
32,Hungary,33,728(727.81),750,-1,386.06,386.06,358.40,179.20,318.05,95.42,335.63,67.13
33,Algeria,34,725(724.66),829,-12,378.22,378.22,392.16,196.08,135.17,40.55,549.07,109.81
34,Paraguay,35,681(681.36),682,0,301.70,301.70,365.28,182.64,406.31,121.89,375.65,75.13
35,Serbia,36,668(668.2),659,1,251.08,251.08,352.04,176.02,384.21,115.26,629.20,125.84
36,Australia,37,649(648.65),674,-1,229.34,229.34,387.18,193.59,428.31,128.49,486.16,97.23
37,Korea Republic,38,643(642.7),687,-4,277.31,277.31,343.39,171.69,443.71,133.11,302.94,60.59
38,Republic of Ireland,39,634(634.19),609,2,199.63,199.63,551.42,275.71,284.07,85.22,368.15,73.63
39,Peru,39,634(634.22),603,4,255.15,255.15,478.35,239.17,262.38,78.71,305.94,61.19
40,Turkey,41,616(615.72),627,-1,243.46,243.46,437.83,218.92,339.60,101.88,257.28,51.46
41,Panama,42,612(611.99),594,4,327.75,327.75,351.76,175.88,281.24,84.37,119.94,23.99
42,Tunisia,42,612(611.9),570,11,321.19,321.19,285.98,142.99,270.73,81.22,332.51,66.50
43,Bolivia,44,607(607.02),609,-3,474.24,474.24,117.18,58.59,32.80,9.84,321.77,64.35
44,Venezuela,45,599(599.11),561,10,284.95,284.95,363.37,181.68,180.36,54.11,391.84,78.37
45,Ukraine,46,597(596.64),595,-2,338.38,338.38,176.84,88.42,302.48,90.74,395.50,79.10
46,Zambia,47,591(591.31),646,-8,271.37,271.37,469.99,235.00,107.66,32.30,263.22,52.64
47,Bulgaria,48,590(589.85),585,2,385.50,385.50,151.19,75.59,147.23,44.17,422.94,84.59
48,Slovakia,49,589(589.43),595,-5,230.25,230.25,229.94,114.97,456.52,136.96,536.25,107.25
49,Haiti,50,584(584.23),650,-12,345.40,345.40,305.43,152.72,156.65,46.99,195.61,39.12
50,Central African Republic,51,581(581.08),581,0,442.54,442.54,119.17,59.59,263.16,78.95,0.00,0.00
51,Honduras,51,581(580.6),543,8,308.45,308.45,230.56,115.28,218.50,65.55,456.62,91.32
52,Costa Rica,53,577(577.26),515,13,332.38,332.38,237.37,118.69,178.50,53.55,363.19,72.64
53,Slovenia,54,573(573),591,-7,164.72,164.72,298.19,149.09,492.10,147.63,557.78,111.56
54,Burkina Faso,55,571(570.57),389,37,337.95,337.95,126.46,63.23,296.61,88.98,402.05,80.41
55,Jamaica,56,570(569.7),552,2,281.16,281.16,293.83,146.92,348.97,104.69,184.63,36.93
56,Uzbekistan,57,557(556.69),555,-1,331.28,331.28,234.71,117.35,224.25,67.28,203.92,40.78
57,IR Iran,58,543(543.07),537,2,242.98,242.98,316.86,158.43,340.40,102.12,197.69,39.54
58,Poland,59,528(528.42),555,-3,289.53,289.53,275.56,137.78,222.77,66.83,171.40,34.28
59,South Africa,60,525(525.3),423,25,245.27,245.27,282.41,141.21,354.92,106.48,161.68,32.34
60,Sierra Leone,61,517(516.96),526,1,269.75,269.75,408.50,204.25,143.19,42.96,0.00,0.00
61,Libya,62,514(514.44),591,-15,229.33,229.33,334.47,167.24,382.68,114.81,15.30,3.06
62,Cape Verde Islands,63,512(512.22),486,7,269.57,269.57,237.36,118.68,306.36,91.91,160.29,32.06
63,Scotland,64,511(511.34),490,5,203.95,203.95,347.22,173.61,253.81,76.14,288.21,57.64
64,Belarus,65,503(502.8),516,0,238.72,238.72,197.41,98.70,415.44,124.63,203.73,40.75
65,Israel,66,496(495.5),454,10,162.25,162.25,455.36,227.68,108.75,32.63,364.71,72.94
66,Togo,67,494(493.95),451,10,305.70,305.70,217.44,108.72,59.67,17.90,308.13,61.63
67,Wales,68,493(493.07),435,13,184.50,184.50,527.00,263.50,35.57,10.67,172.00,34.40
68,Georgia,69,491(491.4),481,3,267.31,267.31,224.50,112.25,348.49,104.55,36.44,7.29
69,Egypt,70,490(489.85),566,-16,209.06,209.06,207.69,103.85,179.31,53.79,615.73,123.15
70,Albania,71,489(489.34),518,-8,265.29,265.29,225.60,112.80,284.75,85.42,129.13,25.83
71,Canada,72,485(485.42),517,-8,241.36,241.36,289.00,144.50,118.05,35.41,320.74,64.15
